# Test suite based on
#
#   Brigitte Verdonk, Annie Cuyt, Dennis Verschaeren, "A precision and
#   range independent tool for testing floating-point arithmetic I:
#   basic operations, square root and remainder," ACM Transactions on
#   Mathematical Software, 27, 92-118 (Mar 2001).
#   DOI: 10.1145/382043.382404
#
# adapted for used with double-double arithmetic, where each double has
# a 53-bit mantissa
#
      48                  Add  [ 0x1.0000000000000p+0000, 0x0.0000000000000p+0000] [ 0x1.e000000000000p+0003, 0x0.0000000000000p+0000] [ 0x1.0000000000000p+0004, 0x0.0000000000000p+0000] [ 0x1.0000000000000p-0102] [ 0x0.0000000000000p+0000]
      49                  Add  [ 0x1.0000000000000p+0000, 0x0.0000000000000p+0000] [ 0x1.ffffffffffffdp-0054, 0x0.0000000000000p+0000] [ 0x1.0000000000000p+0000, 0x1.ffffffffffffdp-0054] [ 0x1.0000000000000p-0106] [ 0x0.0000000000000p+0000]
      50                  Add  [ 0x1.0000000000000p+0000, 0x0.0000000000000p+0000] [-0x0.0000000000000p+0000,-0x0.0000000000000p+0000] [ 0x1.0000000000000p+0000, 0x0.0000000000000p+0000] [ 0x1.0000000000000p-0106] [ 0x0.0000000000000p+0000]
      51                  Add  [ 0x1.0000000000000p+0000, 0x0.0000000000000p+0000] [-0x1.0000000000000p+0000,-0x0.0000000000000p+0000] [ 0x0.0000000000000p+0000, 0x0.0000000000000p+0000] [ 0x0.0000000000000p+0000] [ 0x0.0000000000000p+0000]
      52                  Add  [ 0x1.0000000000000p+0000, 0x0.0000000000000p+0000] [-0x1.0000000000002p-0053, 0x1.8000000000000p-0105] [ 0x1.fffffffffffffp-0001,-0x1.0000000000000p-0106] [ 0x1.0000000000000p-0107] [ 0x0.0000000000000p+0000]
      53                  Add  [ 0x1.0000000000000p+0000, 0x1.0000000000000p-0053] [ 0x1.0000000000000p-0106, 0x0.0000000000000p+0000] [ 0x1.0000000000001p+0000,-0x1.fffffffffffffp-0054] [ 0x1.0000000000000p-0106] [ 0x0.0000000000000p+0000]
      54                  Add  [ 0x1.0000000000000p+0000, 0x1.0000000000000p-0103] [-0x1.0000000000000p+0000,-0x0.0000000000000p+0000] [ 0x1.0000000000000p-0103, 0x0.0000000000000p+0000] [ 0x1.0000000000000p-0209] [ 0x0.0000000000000p+0000]
      55                  Add  [ 0x1.0000000000000p+0000, 0x1.0000000000000p-0104] [-0x1.0000000000000p+0000,-0x0.0000000000000p+0000] [ 0x1.0000000000000p-0104, 0x0.0000000000000p+0000] [ 0x1.0000000000000p-0210] [ 0x0.0000000000000p+0000]
      56                  Add  [ 0x1.0000000000000p+0000, 0x1.0000000000000p-0105] [-0x1.0000000000000p+0000,-0x0.0000000000000p+0000] [ 0x1.0000000000000p-0105, 0x0.0000000000000p+0000] [ 0x1.0000000000000p-0211] [ 0x0.0000000000000p+0000]
      57                  Add  [ 0x1.0000000000000p+0000, 0x1.0000000000000p-0106] [ 0x1.0000000000000p-0053, 0x0.0000000000000p+0000] [ 0x1.0000000000001p+0000,-0x1.fffffffffffffp-0054] [ 0x1.0000000000000p-0106] [ 0x0.0000000000000p+0000]
      58                  Add  [ 0x1.0000000000000p+0000, 0x1.0000000000000p-0106] [-0x1.0000000000000p+0000,-0x0.0000000000000p+0000] [ 0x1.0000000000000p-0106, 0x0.0000000000000p+0000] [ 0x1.0000000000000p-0212] [ 0x0.0000000000000p+0000]
      59                  Add  [ 0x1.0000000000000p+0000, 0x1.0000000000000p-0106] [-0x1.0000000000000p+0000,-0x1.0000000000000p-0105] [-0x1.0000000000000p-0106,-0x0.0000000000000p+0000] [ 0x1.0000000000000p-0212] [ 0x0.0000000000000p+0000]
      60                  Add  [ 0x1.0000000000000p+0000,-0x1.0000000000000p-0054] [-0x1.fffffffffffffp-0001,-0x1.fffffffffffffp-0055] [ 0x1.0000000000000p-0107, 0x0.0000000000000p+0000] [ 0x1.0000000000000p-0213] [ 0x0.0000000000000p+0000]
      61                  Add  [ 0x1.0000000000000p+0000,-0x1.0000000000000p-0107] [-0x1.0000000000000p-1074,-0x0.0000000000000p+0000] [ 0x1.0000000000000p+0000,-0x1.0000000000000p-0107] [ 0x1.0000000000000p-0107] [ 0x1.0000000000000p-0967]
      62                  Add  [ 0x1.0000000000000p+0001, 0x0.0000000000000p+0000] [ 0x1.0000000000000p+0001, 0x0.0000000000000p+0000] [ 0x1.0000000000000p+0002, 0x0.0000000000000p+0000] [ 0x1.0000000000000p-0104] [ 0x0.0000000000000p+0000]
      63                  Add  [ 0x1.0000000000000p+0001, 0x0.0000000000000p+0000] [ 0x1.0000000000000p+0107,-0x1.4000000000000p+0002] [ 0x1.0000000000000p+0107,-0x1.8000000000000p+0001] [ 0x1.0000000000000p+0000] [ 0x0.0000000000000p+0000]
      64                  Add  [ 0x1.0000000000000p+0001, 0x0.0000000000000p+0000] [ 0x1.a000000000000p+0003, 0x0.0000000000000p+0000] [ 0x1.e000000000000p+0003, 0x0.0000000000000p+0000] [ 0x1.0000000000000p-0103] [ 0x0.0000000000000p+0000]
      65                  Add  [ 0x1.0000000000000p+0001, 0x0.0000000000000p+0000] [ 0x1.fff4000000000p+0014, 0x0.0000000000000p+0000] [ 0x1.fffc000000000p+0014, 0x0.0000000000000p+0000] [ 0x1.0000000000000p-0092] [ 0x0.0000000000000p+0000]
      66                  Add  [ 0x1.0000000000000p+0001, 0x0.0000000000000p+0000] [-0x1.0000000000000p+0001, 0x1.0000000000000p-0106] [ 0x1.0000000000000p-0106, 0x0.0000000000000p+0000] [ 0x1.0000000000000p-0212] [ 0x0.0000000000000p+0000]
      67                  Add  [ 0x1.0000000000000p+0001, 0x0.0000000000000p+0000] [-0x1.0000000000000p+0001,-0x0.0000000000000p+0000] [ 0x0.0000000000000p+0000, 0x0.0000000000000p+0000] [ 0x0.0000000000000p+0000] [ 0x0.0000000000000p+0000]
      68                  Add  [ 0x1.0000000000000p+0001, 0x0.0000000000000p+0000] [-0x1.0000000000000p+0001,-0x1.0000000000000p-0105] [-0x1.0000000000000p-0105,-0x0.0000000000000p+0000] [ 0x1.0000000000000p-0211] [ 0x0.0000000000000p+0000]
      69                  Add  [ 0x1.0000000000000p+0001, 0x0.0000000000000p+0000] [-0x1.0000000000000p+0002,-0x0.0000000000000p+0000] [-0x1.0000000000000p+0001,-0x0.0000000000000p+0000] [ 0x1.0000000000000p-0105] [ 0x0.0000000000000p+0000]
      70                  Add  [ 0x1.0000000000000p+0001, 0x0.0000000000000p+0000] [-0x1.4000000000000p+0002,-0x0.0000000000000p+0000] [-0x1.8000000000000p+0001,-0x0.0000000000000p+0000] [ 0x1.0000000000000p-0105] [ 0x0.0000000000000p+0000]
      71                  Add  [ 0x1.0000000000000p+0001, 0x1.0000000000000p-0103] [-0x1.0000000000000p+0001,-0x1.8000000000000p-0104] [ 0x1.0000000000000p-0105, 0x0.0000000000000p+0000] [ 0x1.0000000000000p-0211] [ 0x0.0000000000000p+0000]
      72                  Add  [ 0x1.0000000000000p+0001, 0x1.0000000000000p-0104] [-0x1.0000000000000p+0000,-0x1.0000000000000p-0106] [ 0x1.0000000000000p+0000, 0x1.8000000000000p-0105] [ 0x1.0000000000000p-0106] [ 0x0.0000000000000p+0000]
      73                  Add  [ 0x1.0000000000000p+0001, 0x1.0000000000000p-0104] [-0x1.0000000000000p+0000,-0x1.8000000000000p-0105] [ 0x1.0000000000000p+0000, 0x1.0000000000000p-0106] [ 0x1.0000000000000p-0106] [ 0x0.0000000000000p+0000]
      74                  Add  [ 0x1.0000000000000p+0001, 0x1.0000000000000p-0105] [-0x1.0000000000000p+0000,-0x1.0000000000000p-0106] [ 0x1.0000000000000p+0000, 0x1.0000000000000p-0106] [ 0x1.0000000000000p-0106] [ 0x0.0000000000000p+0000]
      75                  Add  [ 0x1.0000000000000p+0001,-0x1.0000000000000p-0104] [-0x1.0000000000000p+0001, 0x1.8000000000000p-0105] [-0x1.0000000000000p-0106,-0x0.0000000000000p+0000] [ 0x1.0000000000000p-0212] [ 0x0.0000000000000p+0000]
      76                  Add  [ 0x1.0000000000000p+0001,-0x1.0000000000000p-0106] [-0x1.0000000000000p+0001,-0x0.0000000000000p+0000] [-0x1.0000000000000p-0106,-0x0.0000000000000p+0000] [ 0x1.0000000000000p-0212] [ 0x0.0000000000000p+0000]
      77                  Add  [ 0x1.0000000000000p+0002, 0x0.0000000000000p+0000] [-0x1.0000000000000p+0001,-0x0.0000000000000p+0000] [ 0x1.0000000000000p+0001, 0x0.0000000000000p+0000] [ 0x1.0000000000000p-0105] [ 0x0.0000000000000p+0000]
      78                  Add  [ 0x1.0000000000000p+0002,-0x1.0000000000000p-0105] [-0x1.0000000000000p+0002, 0x1.0000000000000p-0104] [ 0x1.0000000000000p-0105, 0x0.0000000000000p+0000] [ 0x1.0000000000000p-0211] [ 0x0.0000000000000p+0000]
      79                  Add  [ 0x1.0000000000000p+0002,-0x1.0000000000000p-0105] [-0x1.0000000000000p+0002,-0x1.0000000000000p-0103] [-0x1.4000000000000p-0103,-0x0.0000000000000p+0000] [ 0x1.0000000000000p-0209] [ 0x0.0000000000000p+0000]
      80                  Add  [ 0x1.0000000000000p+0002,-0x1.0000000000000p-0105] [-0x1.0000000000000p+0002,-0x1.0000000000000p-0104] [-0x1.8000000000000p-0104,-0x0.0000000000000p+0000] [ 0x1.0000000000000p-0210] [ 0x0.0000000000000p+0000]
      81                  Add  [ 0x1.0000000000000p+0004, 0x0.0000000000000p+0000] [-0x1.1000000000000p+0004,-0x0.0000000000000p+0000] [-0x1.0000000000000p+0000,-0x0.0000000000000p+0000] [ 0x1.0000000000000p-0106] [ 0x0.0000000000000p+0000]
      82                  Add  [ 0x1.0000000000000p+0107,-0x1.0000000000000p+0000] [ 0x1.0000000000000p+0000, 0x0.0000000000000p+0000] [ 0x1.0000000000000p+0107, 0x0.0000000000000p+0000] [ 0x1.0000000000000p+0001] [ 0x0.0000000000000p+0000]
      83                  Add  [ 0x1.0000000000000p+1020, 0x1.0000000000000p+0914] [-0x1.0000000000000p+1020, 0x1.0000000000000p+0913] [ 0x1.8000000000000p+0914, 0x0.0000000000000p+0000] [ 0x1.0000000000000p+0808] [ 0x0.0000000000000p+0000]
      84                  Add  [ 0x1.0000000000000p+1022, 0x0.0000000000000p+0000] [ 0x1.0000000000000p+1022, 0x0.0000000000000p+0000] [ 0x1.0000000000000p+1023, 0x0.0000000000000p+0000] [ 0x1.0000000000000p+0917] [ 0x0.0000000000000p+0000]
      85                  Add  [ 0x1.0000000000000p+1022, 0x0.0000000000000p+0000] [-0x1.0000000000000p+1022, 0x1.0000000000000p+0915] [ 0x1.0000000000000p+0915, 0x0.0000000000000p+0000] [ 0x1.0000000000000p+0809] [ 0x0.0000000000000p+0000]
      86                  Add  [ 0x1.0000000000000p+1022, 0x0.0000000000000p+0000] [-0x1.0000000000000p+1022,-0x1.0000000000000p+0916] [-0x1.0000000000000p+0916,-0x0.0000000000000p+0000] [ 0x1.0000000000000p+0810] [ 0x0.0000000000000p+0000]
      87                  Add  [ 0x1.0000000000000p+1022, 0x1.0000000000000p+0916] [-0x1.0000000000000p+1023,-0x1.0000000000000p+0917] [-0x1.0000000000000p+1022,-0x1.0000000000000p+0916] [ 0x1.0000000000000p+0916] [ 0x0.0000000000000p+0000]
      88                  Add  [ 0x1.0000000000000p+1022, 0x1.0000000000000p+0917] [-0x1.0000000000000p+1021,-0x1.8000000000000p+0916] [ 0x1.0000000000000p+1021, 0x1.0000000000000p+0915] [ 0x1.0000000000000p+0915] [ 0x0.0000000000000p+0000]
      89                  Add  [ 0x1.0000000000000p+1022, 0x1.0000000000000p+0918] [-0x1.0000000000000p+1022,-0x1.8000000000000p+0917] [ 0x1.0000000000000p+0916, 0x0.0000000000000p+0000] [ 0x1.0000000000000p+0810] [ 0x0.0000000000000p+0000]
      90                  Add  [ 0x1.0000000000000p+1022,-0x1.0000000000000p+0915] [-0x1.0000000000000p+1022, 0x1.0000000000000p+0916] [ 0x1.0000000000000p+0915, 0x0.0000000000000p+0000] [ 0x1.0000000000000p+0809] [ 0x0.0000000000000p+0000]
      91                  Add  [ 0x1.0000000000000p+1022,-0x1.0000000000000p+0915] [-0x1.0000000000000p+1022,-0x1.0000000000000p+0917] [-0x1.4000000000000p+0917,-0x0.0000000000000p+0000] [ 0x1.0000000000000p+0811] [ 0x0.0000000000000p+0000]
      92                  Add  [ 0x1.0000000000000p+1023, 0x0.0000000000000p+0000] [ 0x1.0000000000000p+0000, 0x0.0000000000000p+0000] [ 0x1.0000000000000p+1023, 0x1.0000000000000p+0000] [ 0x1.0000000000000p+0917] [-0x1.0000000000000p-0917]
      93                  Add  [ 0x1.0000000000000p+1023, 0x0.0000000000000p+0000] [ 0x1.0000000000000p+0917, 0x0.0000000000000p+0000] [ 0x1.0000000000000p+1023, 0x1.0000000000000p+0917] [ 0x1.0000000000000p+0917] [ 0x0.0000000000000p+0000]
      94                  Add  [ 0x1.0000000000000p+1023, 0x0.0000000000000p+0000] [ 0x1.0000000000000p+1023, 0x0.0000000000000p+0000] [                     Inf,                     Inf] [ 0x0.0000000000000p+0000] [ 0x0.0000000000000p+0000]
      95                  Add  [ 0x1.0000000000000p+1023, 0x0.0000000000000p+0000] [-0x1.0000000000000p+0000,-0x0.0000000000000p+0000] [ 0x1.0000000000000p+1023, 0x0.0000000000000p+0000] [ 0x1.0000000000000p+0917] [ 0x1.0000000000000p-0917]
      96                  Add  [ 0x1.0000000000000p+1023, 0x0.0000000000000p+0000] [-0x1.0000000000000p+1023,-0x0.0000000000000p+0000] [ 0x0.0000000000000p+0000, 0x0.0000000000000p+0000] [ 0x0.0000000000000p+0000] [ 0x0.0000000000000p+0000]
      97                  Add  [ 0x1.0000000000000p+1023, 0x1.0000000000000p+0917] [ 0x1.0000000000000p+1023, 0x0.0000000000000p+0000] [                     Inf,                     Inf] [ 0x0.0000000000000p+0000] [ 0x0.0000000000000p+0000]
      98                  Add  [ 0x1.0000000000000p+1023, 0x1.0000000000000p+0917] [-0x1.0000000000000p+1023,-0x0.0000000000000p+0000] [ 0x1.0000000000000p+0917, 0x0.0000000000000p+0000] [ 0x1.0000000000000p+0811] [ 0x0.0000000000000p+0000]
      99                  Add  [ 0x1.0000000000000p+1023, 0x1.0000000000000p+0917] [-0x1.0000000000000p+1023,-0x1.0000000000000p+0918] [-0x1.0000000000000p+0917,-0x0.0000000000000p+0000] [ 0x1.0000000000000p+0811] [ 0x0.0000000000000p+0000]
     100                  Add  [ 0x1.0000000000000p+1023, 0x1.0000000000000p+0918] [-0x1.0000000000000p+1022,-0x1.0000000000000p+0916] [ 0x1.0000000000000p+1022, 0x1.8000000000000p+0917] [ 0x1.0000000000000p+0916] [ 0x0.0000000000000p+0000]
     101                  Add  [ 0x1.0000000000000p+1023,-0x1.0000000000000p+0916] [ 0x1.0000000000000p+0000, 0x0.0000000000000p+0000] [ 0x1.0000000000000p+1023,-0x1.0000000000000p+0916] [ 0x1.0000000000000p+0916] [-0x1.0000000000000p-0916]
     102                  Add  [ 0x1.0000000000000p+1023,-0x1.0000000000000p+0916] [ 0x1.0000000000000p+1023, 0x0.0000000000000p+0000] [                     Inf,                     Inf] [ 0x0.0000000000000p+0000] [ 0x0.0000000000000p+0000]
     103                  Add  [ 0x1.0000000000000p+1023,-0x1.0000000000000p+0916] [-0x1.0000000000000p+0000,-0x0.0000000000000p+0000] [ 0x1.0000000000000p+1023,-0x1.0000000000000p+0916] [ 0x1.0000000000000p+0916] [ 0x1.0000000000000p-0916]
     104                  Add  [ 0x1.0000000000000p+1023,-0x1.0000000000000p+0916] [-0x1.0000000000000p+1023,-0x0.0000000000000p+0000] [-0x1.0000000000000p+0916,-0x0.0000000000000p+0000] [ 0x1.0000000000000p+0810] [ 0x0.0000000000000p+0000]
     105                  Add  [ 0x1.0000000000000p+1023,-0x1.0000000000000p+0969] [ 0x1.0000000000000p+1023,-0x1.0000000000000p+0969] [                     Inf,                     Inf] [ 0x0.0000000000000p+0000] [ 0x0.0000000000000p+0000]
     106                  Add  [ 0x1.0000000000000p-0107, 0x0.0000000000000p+0000] [-0x1.0000000000000p+0000, 0x1.0000000000000p-0054] [-0x1.fffffffffffffp-0001,-0x1.fffffffffffffp-0055] [ 0x1.0000000000000p-0107] [ 0x0.0000000000000p+0000]
