!! This file contains precision and range independent test vectors for
!! the operation addition/subtraction (+). The first character in each
!! test vector refers to the origin of the test vector
!! 
!! 2:  Jerome Coonen Version <2>
!! 3:  Jerome Coonen Version <3>
!!      @Phdthesis{ 
!!              author = {Coonen, J.T.},
!!              title  = {Contributions to a proposed standard for binary
!!                 floating-point arithmetic},
!!              school = {University of California, Berkeley},
!!              year   = {1984}}
!!
!! H:  precision independent encoding of UCB/<H>ough test vector
!!      @Unpublished{
!!             author = {David G. Hough and others},
!!             title  = {{UCBTEST}, a suite of programs for testing certain
!!                difficult cases of {IEEE} 754 floating-point arithmetic},
!!             year   = {1988},
!!             note   = {Restricted public domain software from
!!                http://netlib.bell-labs.com/netlib/fp/index.html}}
!!
!! A:  Verdonk-Cuyt-Verschaeren (University of <A>ntwerp)
!!      @Article{
!!             author  = {Verdonk, B. and Cuyt, A. and Verschaeren, D.},
!!             title   = {A precision- and range-independent tool for testing
!!                       floating-point arithmetic {I}: basic operations,
!!                       square root and remainder},
!!             journal = {ACM TOMS},
!!             volume  = {27},
!!             number  = {1},
!!             pages   = {92-118},
!!             year    = {2001}}
!! 
!! This file is part of the tool IeeeCC754 or IEEE 754 Compliance Checker.
!! It is a precision and range independent tool to test whether
!! an implementation of floating-point arithmetic (in hardware or
!! software) is compliant with the principles of the IEEE 754-854
!! floating-point standards. You can find out more about the testing
!! tool IeeeCC754 and the syntax and semantics of the test vectors
!! at
!!            http://www.win.ua.ac.be/~cant/ieeecc754.html
!!
!! Contact:                                                              
!!      Brigitte.Verdonk@ua.ac.be
!!      Departement Wiskunde en Informatica
!!      Universiteit Antwerpen
!!      Middelheimlaan 1
!!      B-2020 Antwerpen, Belgium
!!
!!
!!
!! Modifications for testing double-double arithmetic,
!! Michael J Donahue, NIST, Gaithersburg MD, USA:
!!
!! Tests not applicable to double-double disabled.
!!
!! Additions to the test syntax, for double-double arithmetic:
!!
!!    B, C, G, F, T
!!
!! In the definitions below, "bias" is the exponent bias of the double
!! arithmetic (typically 1023 for 8-byte floats, 16383 for 10-byte
!! floats), "dblprecision" is the precision of the double mantissa
!! (typically 53 or 64), "precision" is the double-double precision
!! (precision = 2*dblprecision + 1).  Define
!!
!!    B = bias
!!    C = B + dblprecision - precision
!!
!!    H = 2^(B+1)
!!    G = 2^(B+1) - 2^(B - dblprecision)
!!    F = 2^(B+1+dblprecision-precision) = 2^(C+1)
!!
!!    T = 2^(1-C)
!!
!! In the original test suite for IEEE floating point values the largest
!! representable finite value is
!!
!!   Hd1 = 2**(B+1) - 2**(B + 1 - precision)
!!
!! For double-double systems, however, the largest finite value is
!! instead
!!
!!   Gd1 = 2**(B+1) - 2**(B - dblprecision) - 2**(B + 1 - precision)
!!
!! On 8-byte (resp. 10-byte) double systems this works out to
!!
!!  Gd1(8-byte) = 2**(1024) - 2**(970) - 2**(917)
!!
!! Gd1(10-byte) = 2**(16384) - 2**(16319) - 2**(16255)
!!
!! The smallest positive normalized double-double value is T.
!!
!! Double-double specific tests added below are prefixed with the code
!! "D".
!!
!! MJD, July/September-2013
!!
!!
!!
!!!! first some easy cases
! 2+          ALL     S       -H     i       Q
! 2+          ALL     H      S       i       Q
! 2+          ALL     -H     S       i       Q
!! NaN versus NaN
2+          ALL     Q       Q       OK      Q
! 2+          ALL     Q       S       i       Q
! 2+          ALL     S       Q       i       Q
! 2+          ALL     S       S       i       Q
!! NaN versus denormal
2+          ALL     Td1  Q               OK              Q
2+          ALL     -Td1 Q               OK              Q
2+          ALL     Q       0i1   OK      Q
2+          ALL     Q       -0i1  OK      Q
! 2+          ALL     Td1  S               i               Q
! 2+          ALL     -Td1 S               i               Q
! 2+          ALL     S       Td1  i               Q
! 2+          ALL     S       -Td1 i               Q
! 2+          ALL     S       0i1   i               Q
! 2+          ALL     S       -0i1  i               Q
! 2+          ALL     0i1   S               i               Q
! 2+          ALL     -0i1  S               i               Q
!! NaN versus normal
2+          ALL     Q       1       OK      Q
2+          ALL     Q       -1      OK      Q
2+          ALL     Q       Hd1  OK              Q
2+          ALL     Q       -Hd1 OK              Q
! 2+          ALL     S       1       i       Q
! 2+          ALL     S       -1      i       Q
! 2+          ALL     1       S       i       Q
! 2+          ALL     -1      S       i       Q
! 2+          ALL     S       Hd1  i               Q
! 2+          ALL     S       -Hd1 i               Q
! 2+          ALL     Hd1  S               i               Q
! 2+          ALL     -Hd1 S               i               Q

!! Exceptions

!! invalid, only for operations involving SNaNs, see above
!! inexact, overflow
!! leading bits => carry
2+       =>       Hm1   Hm1       xo   H
2+       0<       Hm1   Hm1       xo   Hd1
2+       =<       -Hm1   -Hm1   xo       -H
2+       0>       -Hm1   -Hm1   xo       -Hd1
2+       =>       Hd2   Hd2       xo   H
2+       0<       Hd2   Hd2       xo   Hd1
2+       =<       -Hd2   -Hd2   xo       -H
2+       0>       -Hd2   -Hd2   xo       -Hd1
2+       =>       Hd2   Hd1       xo   H
2+       0<       Hd2   Hd1       xo   Hd1
2+       =<       -Hd2   -Hd1   xo       -H
2+       0>       -Hd2   -Hd1   xo       -Hd1
2+       =>       Hm1i1   Hm1   xo       H
2+       0<       Hm1i1   Hm1   xo       Hd1
2+       =<       -Hm1i1   -Hm1   xo   -H
2+       0>       -Hm1i1   -Hm1   xo   -Hd1
A+	 =>	  Hd1	  Hmtp1   xo    H
A+	0<	Hd1	  Hmtp1  xo	Hd1
A+	=<	-Hd1	  -Hmtp1   xo    -H
A+	0>	-Hd1	  -Hmtp1   xo	   -Hd1
!! Result = Max. normal, round bit = 0, sticky bit = 0(...1...)
2+       =0<   Gd1      1       x       Gd1
2+       >     Hd1   	1   	xo   	H
!! 3ff00000 00000000 7fefffff ffffffff 7fefffff ffffffff
2+       =0>   -Gd1       -1   x   -Gd1
2+       <       -Hd1   -1     xo       -H
!! bff00000 00000000 ffefffff ffffffff ffefffff ffffffff 
!! bff00000 00000000 ffefffff ffffffff fff00000 00000000
2+       =0<   0i1       Gd1   x   Gd1
2+       >       0i1   Hd1     xo       H
2+       =0>   -0i1       -Gd1   x       -Gd1
2+       <       -0i1   -Hd1   xo   -H
!! Result = Max. normal, round bit = 0, sticky bit = 1(0000...)
A+	=0<	Gd1	Hmtm2	x	Gd1
A+	>	Hd1	Hmtm2	xo	H
A+	=0>	-Gd1	-Hmtm2	x	-Gd1
A+	<	-Hd1	-Hmtm2	xo	-H
!! Result = Max. normal, round bit = 0, sticky bit = 1(...1...)
A+	=0<	Gd1		Hmtm2i1		x	Gd1
A+	>	Hd1		Hmtm2i1		xo	H
A+	=0>	-Gd1		-Hmtm2i1	x	-Gd1
A+	<	-Hd1		-Hmtm2i1	xo	-H
!! Result = Max. normal, round bit = 1, sticky bit = 0 => round to even
2+       =>       Hm1d1   Hm1   xo       H
2+       0<       Hm1d1   Hm1   x   Hd1
2+       =<       -Hm1d1   -Hm1   xo   -H
2+       0>       -Hm1d1   -Hm1   x       -Hd1
!! Result = Max. normal, round bit = 1, sticky bit = 1(0000...)
A+       =>       Hd1   	3pB0mtm1		xo      H
A+       0<       Hd1   	3pB0mtm1   	x   	Hd1
A+       =<       -Hd1   	-3pB0mtm1   	xo   	-H
A+       0>       -Hd1   	-3pB0mtm1   	x       -Hd1
!! Result = Max. normal, round bit = 1, sticky bit = 0(...1...)
A+       =>       Hd1   	Hmtm1i1		xo      H
A+       0<       Hd1   	Hmtm1i1   	x   	Hd1
A+       =<       -Hd1   	-Hmtm1i1   	xo   	-H
A+       0>       -Hd1   	-Hmtm1i1   	x       -Hd1
!! Result = Max. normal, round bit = 1, sticky bit = 1(...1...)
A+       =>       Hd1   	3pB0mtm1i1	xo      H
A+       0<       Hd1   	3pB0mtm1i1   	x   	Hd1
A+       =<       -Hd1   	-3pB0mtm1i1   	xo   	-H
A+       0>       -Hd1   	-3pB0mtm1i1   	x       -Hd1
!! Exp. Z = U - 1, Result <= Max. normal, no overflow
2+       =0<   Hm1       1       x       Hm1
2+       >       Hm1   1   x   Hm1i1
2+       =0>   -Hm1       -1   x   -Hm1
2+       <       -Hm1   -1       x       -Hm1i1
2+       =0<   Hm1d1   1   x   Hm1d1
2+       >       Hm1d1   1       x       Hm1
2+       =0<   Gd2       1       x       Gd2
2+       >       Hd2   1   x   Hd1
2+       =0>   -Gd2       -1   x   -Gd2
2+       <       -Hd2   -1       x       -Hd1
!! bff00000 00000000 ffeffffff fffffffe ffefffff fffffffe
!! bff00000 00000000 ffeffffff fffffffe ffefffff ffffffff
2+       =0<   0i1       Hm1   x   Hm1
2+       >       0i1   Hm1       x       Hm1i1
2+       =0>   -0i1       -Hm1   x       -Hm1
2+       <       -0i1   -Hm1    x   -Hm1i1
2+       =0<   0i1       Hm1d1   x       Hm1d1
2+       >       0i1   Hm1d1   x   Hm1
2+       =0>   -0i1       -Hm1d1   x   -Hm1d1
2+       <       -0i1   -Hm1d1   x       -Hm1
2+       =0<   0i1       Gd2   x   Gd2
2+       >       0i1   Hd2       x       Hd1
2+       =0>   -0i1       -Gd2   x       -Gd2
2+       <       -0i1   -Hd2   x    -Hd1
!! Result <= Max. normal, no overflow
A+	ALL	Hm1	Hmt	OK	Hm1i1
A+	ALL	-Hm1	-Hmt	OK	-Hm1i1
2+       ALL   Gm1d2   Gm1d2   OK   Gd2
2+       ALL   -Gm1d2   -Gm1d2   OK       -Gd2
! Double an innocent number.
2+       ALL   3   3   OK   6
2+       ALL   T   T   OK   Tp1
2+       ALL   Hm2       Hm2   OK   Hm1
!! underflow cannot occur
! Double a tiny number
2+       ALL   Td1       Td1   OK   Tp1d2
2+       ALL   -Td1       -Td1   OK       -Tp1d2
2+       ALL   0i4       0i4   OK   0i8
2+       ALL   -0i4       -0i4   OK       -0i8
2+       ALL   0i1       0i1   OK   0i2
2+       ALL   -0i1       -0i1   OK       -0i2
!! inexact, see rounding below

!! Exact rounding

!! round bit = 0, sticky bit = 0(...1...) => inexact, round down
!! normals
A+	=0<	1i1	8	x	9
A+	>	1i1	8	x	9i1
A+	=0>	-1i1	-8	x	-9
A+	<	-1i1	-8	x	-9i1
A+        =0<  1ptp2     1        x        1ptp2
A+        >    1ptp2     1        x        1ptp2i1
A+        =0>  -1ptp2    -1       x       -1ptp2
A+        <    -1ptp2    -1       x       -1ptp2i1
!! bff00000 00000000 ffe00000 00000000 ffe00000 00000000
!! bff00000 00000000 ffe00000 00000000 ffe00000 00000001
! Medium vs denormal.
A+        =0<   Tp3      0i1	x        Tp3
A+        >     Tp3      0i1	x        Tp3i1
A+        =0>   -Tp3      -0i1	x        -Tp3
A+        <     -Tp3      -0i1	x        -Tp3i1
2+       =0<   0i1       1       x       1
2+       >       0i1   1   x   1i1
2+       =0>   -0i1       -1   x   -1
2+       <       -0i1   -1       x       -1i1
!! bff00000 0000000 80000000 00000001 bff00000 00000000
!! bff00000 0000000 80000000 00000001 bff00000 00000001
2+       =0<   0i1       1d1   x   1d1
2+       >       0i1   1d1       x       1
2+       =0>   -0i1       -1d1   x       -1d1
2+       <       -0i1   -1d1   x   -1
2+       =0<   0i1       2d1   x   2d1
2+       >       0i1   2d1       x       2
2+       =0>   -0i1       -2d1   x       -2d1
2+       <       -0i1   -2d1   x   -2
2+       =0<   0i1       2d2   x   2d2
2+       >       0i1   2d2       x       2d1
2+       =0>   -0i1       -2d2   x       -2d2
2+       <       -0i1   -2d2   x   -2d1
!! after carry propagation
!! 3fefffff ffffffff 3cb00800 00000000 3ff00000 00000000
H+	=0<	8ptd1	11	x	8pt
!! 3fefffff ffffffff 3cb00800 00000000 3ff00000 00000001
H+	>	8ptd1	11	x	8pti1
!! bfefffff ffffffff bcb00800 00000000 bff00000 00000000
H+	=0>	-8ptd1	-11	x	-8pt
!! bfefffff ffffffff bcb00800 00000000 bff00000 00000001	
H+	<	-8ptd1	-11	x	-8pti1
!! subtract
!! normal operands
A+	>	7pt	-7	x	7pt
A+	=0<	7pt	-7	x	7ptd1
A+	<	7	-7pt	x	-7pt
A+	=0>	7	-7pt	x	-7ptd1
!! denormal operand
A+	>	Tp4	-0i7	x	Tp4
A+	=0<	Tp4	-0i7	x	Tp4d1
A+	<	-Tp4	0i7	x	-Tp4
A+	=0>	-Tp4	0i7	x	-Tp4d1
!! round bit = 0, sticky bit = 1(0000...) => inexact, round down
!! normal operands
A+        =0<  1i1         4       x        5
A+        >    1i1         4       x        5i1
A+        =0>  -1i1        -4      x        -5
A+        <    -1i1        -4      x        -5i1
A+        =0<  1ptp1     1       x        1ptp1 
A+        >    1ptp1     1       x        1ptp1i1
A+        =0>  -1ptp1    -1          x        -1ptp1 
A+        <    -1ptp1    -1          x        -1ptp1i1
!! after carry propagation
A+	=0<	10	8ptd1	x	8pt
A+	>	10	8ptd1	x	8pti1
A+	=0>	-10	-8ptd1	x	-8pt	
A+	<	-10	-8ptd1	x	-8pti1
!! subtract
!! normal operands
A+	=0<    	4           -3mt	x       4d1
A+	>     	4	    -3mt	x       4
A+	=0>	3	    -4pt	x	-4ptd1
A+	<	3	    -4pt	x	-4pt
A+	=0>    	-4          +3mt	x       -4d1
A+	<     	-4	    +3mt	x       -4
A+	=0<	-3	    4pt		x	4ptd1
A+	>	-3	    4pt		x	4pt
!! denormal operand
A+	=0<	Tp3	-0i3		x	Tp3d1
A+	>	Tp3	-0i3		x	Tp3
A+	=0>	-Tp3	0i3		x	-Tp3d1
A+	<	-Tp3	0i3		x	-Tp3
!! round bit = 0, sticky bit = 1 => inexact, round down
A+	=0<	1i3         8       x        9
A+      >    	1i3         8       x        9i1
A+      =0>  	-1i3        -8      x        -9
A+      <    	-1i3        -8      x        -9i1
2+	>       4d1   1u1d1 	x         4
2+      0=<     4d1   1u1d1 	x         4d1
2+      <       -4d1  -1u1d1	x        -4
2+     	0=>     -4d1  -1u1d1	x        -4d1
!! denormal
A+      =0<	Tp3	0i3     x	Tp3
A+      > 	Tp3     0i3     x       Tp3i1
A+      =0>	-0i3    -Tp3    x       -Tp3
A+      <	-0i3 	-Tp3	x       -Tp3i1
!! after carry propagation
A+	=0<	14	8ptd1	x	8pt
A+	>	14	8ptd1	x	8pti1
A+	=0>	-14	-8ptd1	x	-8pt	
A+	<	-14	-8ptd1	x	-8pti1
!! subtract 
!! normal operands
A+	=0<    	8           -5mt	x       8d1
A+	>     	8	    -5mt	x       8
A+	=0>	5	    -8pt	x	-8ptd1
A+	<	5	    -8pt	x	-8pt
A+	=0>    	-8          +5mt	x       -8d1
A+	<     	-8	    +5mt	x       -8
A+	=0<	-5	    8pt		x	8ptd1
A+	>	-5	    8pt		x	8pt
!! denormal operand
A+	=0<	Tp4	-0i5		x	Tp4d1
A+	>	Tp4	-0i5		x	Tp4
A+	=0>	-Tp4	0i5		x	-Tp4d1
A+	<	-Tp4	0i5		x	-Tp4
!! round bit = 1, sticky bit = 0
!! half-way cases, round to even
!! even result
!! normal operands
A+	=0<	1u1	2		x	2
A+	>	1u1	2		x	2i1
A+	=0>	-1u1	-2	x	-2
A+	<	-1u1	-2	x	-2i1
!! denormal
A+	=0<	0i1	Tp1	x	Tp1
A+	>	0i1	Tp1	x	Tp1i1
A+	=0>	-0i1	-Tp1	x	-Tp1
A+	<	-0i1	-Tp1	x	-Tp1i1
!! after carry propagation
2+       =0<   1i1       1       x       2
2+       >       1i1   1   x   2i1
2+       =0>   -1i1       -1   x   -2
2+       <       -1i1   -1       x       -2i1
!! bff00000 00000000 bff00000 00000001 c0000000 00000000
!! bff00000 00000000 bff00000 00000001 c0000000 00000001
2+       =0<   Hm2i1   Hm2       x       Hm1
2+       >       Hm2i1   Hm2   x   Hm1i1
2+       =0<   2   2i1   x       4
2+       >       2       2i1   x   4i1
2+       =0<   Gm1d2   Gm1d1   x   Gd2
2+       >       Hm1d2   Hm1d1   x       Hd1
2+       =0>   -Hm2i1   -Hm2   x   -Hm1
2+       <       -Hm2i1   -Hm2   x       -Hm1i1
2+       =0>   -2   -2i1   x   -4
2+       <       -2       -2i1   x       -4i1
2+       =0>   -Gm1d2   -Gm1d1   x       -Gd2
2+       <       -Hm1d2   -Hm1d1   x   -Hd1
!! subtract 
!! normal operands
A+	=0<	1i1	-1u1m1	x	1
A+	>	1i1	-1u1m1	x	1i1
A+	=0>	1u1m1	-1i1	x	-1
A+	<	1u1m1	-1i1	x	-1i1
!! denormal
A+	=0<	Tp1i1	-0i1	x	Tp1
A+	>	Tp1i1	-0i1	x	Tp1i1
A+	=0>	-Tp1i1	0i1	x	-Tp1
A+	<	-Tp1i1	0i1	x	-Tp1i1
!! odd result
!! normal operands
A+	=>	1u1	4d1	x	 4
A+	0<	1u1	4d1	x	 4d1
A+	=<	-1u1	-4d1	x	-4
A+	0>	-1u1	-4d1 	x	-4d1
!! denormal
A+	=>	0i1	Tp1i1	x	Tp1i2
A+	0<	0i1	Tp1i1	x	Tp1i1	
A+	=<	-0i1	-Tp1i1	x	-Tp1i2
A+	0>	-0i1	-Tp1i1	x	-Tp1i1
!! after carry propagation
2+       =>       1       1i3   x   2i2
2+       0<       1       1i3   x   2i1
2+       =>       2i1   2i2       x       4i2
2+       0<       2i1   2i2       x       4i1
2+       =<       -1   -1i3       x       -2i2
2+       0>       -1   -1i3       x       -2i1
2+       =<       -2i1   -2i2   x   -4i2
2+       0>       -2i1   -2i2   x   -4i1
A+	=>	1u1	2i1	x	2i2
A+	0<	1u1	2i1	x	2i1
A+	=<	-1u1	-2i1	x	-2i2
A+	0>	-1u1	-2i1	x	-2i1
!! subtract 
!! normal operands
A+	=>	2i2	-1u1	x	2i2
A+	0<	2i2	-1u1	x	2i1
A+	=<	1u1	-2i2	x	-2i2
A+	0>	1u1	-2i2	x	-2i1
!! denormal
A+	=>	Tp2i2	-0i1	x	Tp2i2
A+	0<	Tp2i2	-0i1	x	Tp2i1
A+	=<	-Tp2i2	0i1	x	-Tp2i2
A+	0>	-Tp2i2	0i1	x	-Tp2i1
!! round bit = 1, sticky bit = 1(0000...) => inexact, round up
!! normals
A+      =>	1i3	4       x        5i1
A+      0<	4       1i3 	x        5
A+	=<	-1i3	-4	x	-5i1
A+	0>	-1i3	-4	x	-5
A+	=>	3	3pt	x	3pti1
A+	0<	3	3pt	x	3pt
A+	=<	-3	-3pt	x	-3pti1
A+	0>	-3	-3pt	x	-3pt
!! denormal
A+      =>	0i3	Tp2     x        Tp2i1
A+      0<	0i3	Tp2 	x        Tp2
A+      =<	-0i3	-Tp2    x        -Tp2i1
A+      0>	-0i3	-Tp2 	x        -Tp2
!! after carry propagation
A+	=>	2d1	5mt 	x	2i1
A+	0<	2d1	5mt 	x	2
A+	=<	-2d1	-5mt 	x	-2i1
A+	0>	-2d1	-5mt 	x	-2
!! subtract 
!! normals
A+	=>	4pt	-1	x	4pt
A+	0<	4pt	-1	x	4ptd1
A+	=<	1	-4pt	x	-4pt
A+	0>	1	-4pt	x	-4ptd1
!! denormal
A+	=>	Tp3	-0i1	x	Tp3
A+	0<	Tp3	-0i1	x	Tp3d1
A+	=<	-Tp3	0i1	x	-Tp3
A+	0>	-Tp3	0i1	x	-Tp3d1
!! round bit = 1, sticky bit = 0(...1...) => inexact, round up
!! normals
A+	=>	1i5	8	x	9i1
A+	0<	1i5	8	x	9
A+	=<	-1i5	-8	x	-9i1
A+	0>	-1i5	-8	x	-9
A+	=>	5	4pt	x	4pti1
A+	0<	5	4pt	x	4pt
A+	=<	-5	-4pt	x	-4pti1
A+	0>	-5	-4pt	x	-4pt
!! denormal
A+      =>	0i5	Tp3     x        Tp3i1
A+      0<	0i5	Tp3 	x        Tp3
A+      =<	-0i5	-Tp3    x        -Tp3i1
A+      0>	-0i5	-Tp3 	x        -Tp3
!! after carry propagation
A+	=>	2d1	4mti1 	x	2i1
A+	0<	2d1	4mti1 	x	2
A+	=<	-2d1	-4mti1 	x	-2i1
A+	0>	-2d1	-4mti1 	x	-2
!! subtract 
!! normal operands
A+	=>	6ptp1	-3	x	6ptp1
A+	0<	6ptp1	-3	x	6ptp1d1
A+	=<	3	-6ptp1	x	-6ptp1
A+	0>	3	-6ptp1	x	-6ptp1d1
!! denormal operand
A+	=>	Tp4	-0i3	x	Tp4
A+	0<	Tp4	-0i3	x	Tp4d1
A+	=<	-Tp4	0i3	x	-Tp4
A+	0>	-Tp4	0i3	x	-Tp4d1
!! round bit = 1, sticky bit = 1(...1...) => inexact, round up
!! normal
A+	>=	1i7	8	x	9i1
A+	0<	1i7	8	x	9
A+	=<	-1i7	-8	x	-9i1
A+	0>	-1i7	-8	x	-9
A+	=>	7	7pt	x	7pti1
A+	0<	7	7pt	x	7pt
A+	=<	-7	-7pt	x	-7pti1	
A+	0>	-7	-7pt	x	-7pt
!! denormal
A+      =>	0i7	Tp3     x        Tp3i1
A+      0<	0i7	Tp3 	x        Tp3
A+      =<	-0i7	-Tp3    x        -Tp3i1
A+      0>	-0i7	-Tp3 	x        -Tp3
!! after carry propagation
A+	=>	2d1	5mti1 	x	2i1
A+	0<	2d1	5mti1 	x	2
A+	=<	-2d1	-5mti1 	x	-2i1
A+	0>	-2d1	-5mti1 	x	-2
!! subtract 
! Magnitude subtract when an operand is in the sticky bit.
! The interesting cases will arise when directed rounding
! forces a nonzero cancellation.
! Huge and medium.
2+       =>       Hm1   -1       x       Hm1
2+       0<       Hm1   -1       x       Hm1d1
!! bff00000 00000000 7fe00000 000000000 7fe00000 00000000
!! bff00000 00000000 7fe00000 000000000 7fdfffff ffffffff
2+       =<       -Hm1   1       x       -Hm1
2+       0>       -Hm1   1       x       -Hm1d1
!! 3ff00000 00000000 ffe00000 00000000 ffe00000 00000000
