# Test suite based on
#
#   Brigitte Verdonk, Annie Cuyt, Dennis Verschaeren, "A precision and
#   range independent tool for testing floating-point arithmetic I:
#   basic operations, square root and remainder," ACM Transactions on
#   Mathematical Software, 27, 92-118 (Mar 2001).
#   DOI: 10.1145/382043.382404
#
# adapted for used with double-double arithmetic, where each double has
# a 64-bit mantissa
#
      32                  Add  [ 0x0.0000000000000000p+00000, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p+00000,-0x1.0000000000000000p-00127] [ 0x1.0000000000000000p+00000,-0x1.0000000000000000p-00127] [ 0x1.0000000000000000p-00129] [ 0x0.0000000000000000p+00000]
      33                  Add  [ 0x0.0000000000000000p+00000, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p+00000,-0x1.0000000000000000p-00128] [ 0x1.0000000000000000p+00000,-0x1.0000000000000000p-00128] [ 0x1.0000000000000000p-00129] [ 0x0.0000000000000000p+00000]
      34                  Add  [ 0x0.0000000000000000p+00000, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p+00000,-0x1.0000000000000000p-00129] [ 0x1.0000000000000000p+00000,-0x1.0000000000000000p-00129] [ 0x1.0000000000000000p-00129] [ 0x0.0000000000000000p+00000]
      35                  Add  [ 0x0.0000000000000000p+00000, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p+00000,-0x1.8000000000000000p-00128] [ 0x1.0000000000000000p+00000,-0x1.8000000000000000p-00128] [ 0x1.0000000000000000p-00129] [ 0x0.0000000000000000p+00000]
      36                  Add  [ 0x0.0000000000000000p+00000, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p+16383, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p+16383, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p+16255] [ 0x0.0000000000000000p+00000]
      37                  Add  [ 0x0.0000000000000000p+00000, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p-16317,-0x1.0000000000000000p-16445] [ 0x1.0000000000000000p-16317,-0x1.0000000000000000p-16445] [ 0x1.0000000000000000p-16445] [ 0x0.0000000000000000p+00000]
      38                  Add  [ 0x0.0000000000000000p+00000, 0x0.0000000000000000p+00000] [ 0x1.fffffffffffffffep-00001, 0x0.0000000000000000p+00000] [ 0x1.fffffffffffffffep-00001, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p-00129] [ 0x0.0000000000000000p+00000]
      39                  Add  [ 0x0.0000000000000000p+00000, 0x0.0000000000000000p+00000] [-0x0.0000000000000000p+00000,-0x0.0000000000000000p+00000] [ 0x0.0000000000000000p+00000, 0x0.0000000000000000p+00000] [ 0x0.0000000000000000p+00000] [ 0x0.0000000000000000p+00000]
      40                  Add  [ 0x0.0000000000000000p+00000, 0x0.0000000000000000p+00000] [-0x1.0000000000000000p-16317, 0x1.0000000000000000p-16445] [-0x1.0000000000000000p-16317, 0x1.0000000000000000p-16445] [ 0x1.0000000000000000p-16445] [ 0x0.0000000000000000p+00000]
      41                  Add  [ 0x0.0000000000000000p+00000, 0x0.0000000000000000p+00000] [-0x1.0000000000000000p-16317,-0x0.0000000000000000p+00000] [-0x1.0000000000000000p-16317,-0x0.0000000000000000p+00000] [ 0x1.0000000000000000p-16445] [ 0x0.0000000000000000p+00000]
      42                  Add  [ 0x1.0000000000000000p+00000, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p+00000, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p+00001, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p-00127] [ 0x0.0000000000000000p+00000]
      43                  Add  [ 0x1.0000000000000000p+00000, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p+00001, 0x0.0000000000000000p+00000] [ 0x1.8000000000000000p+00001, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p-00127] [ 0x0.0000000000000000p+00000]
      44                  Add  [ 0x1.0000000000000000p+00000, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p+00129,-0x1.0000000000000000p+00001] [ 0x1.0000000000000000p+00129,-0x1.0000000000000000p+00000] [ 0x1.0000000000000000p+00000] [ 0x0.0000000000000000p+00000]
      45                  Add  [ 0x1.0000000000000000p+00000, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p-00064, 0x1.0000000000000000p-00128] [ 0x1.0000000000000002p+00000,-0x1.fffffffffffffffep-00065] [ 0x1.0000000000000000p-00128] [ 0x0.0000000000000000p+00000]
      46                  Add  [ 0x1.0000000000000000p+00000, 0x0.0000000000000000p+00000] [ 0x1.c000000000000000p+00002, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p+00003, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p-00125] [ 0x0.0000000000000000p+00000]
      47                  Add  [ 0x1.0000000000000000p+00000, 0x0.0000000000000000p+00000] [ 0x1.c000000000000000p+00003, 0x0.0000000000000000p+00000] [ 0x1.e000000000000000p+00003, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p-00125] [ 0x0.0000000000000000p+00000]
      48                  Add  [ 0x1.0000000000000000p+00000, 0x0.0000000000000000p+00000] [ 0x1.e000000000000000p+00003, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p+00004, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p-00124] [ 0x0.0000000000000000p+00000]
      49                  Add  [ 0x1.0000000000000000p+00000, 0x0.0000000000000000p+00000] [ 0x1.fffffffffffffffap-00065, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p+00000, 0x1.fffffffffffffffap-00065] [ 0x1.0000000000000000p-00128] [ 0x0.0000000000000000p+00000]
      50                  Add  [ 0x1.0000000000000000p+00000, 0x0.0000000000000000p+00000] [-0x0.0000000000000000p+00000,-0x0.0000000000000000p+00000] [ 0x1.0000000000000000p+00000, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p-00128] [ 0x0.0000000000000000p+00000]
      51                  Add  [ 0x1.0000000000000000p+00000, 0x0.0000000000000000p+00000] [-0x1.0000000000000000p+00000,-0x0.0000000000000000p+00000] [ 0x0.0000000000000000p+00000, 0x0.0000000000000000p+00000] [ 0x0.0000000000000000p+00000] [ 0x0.0000000000000000p+00000]
      52                  Add  [ 0x1.0000000000000000p+00000, 0x0.0000000000000000p+00000] [-0x1.0000000000000004p-00064, 0x1.8000000000000000p-00127] [ 0x1.fffffffffffffffep-00001,-0x1.0000000000000000p-00128] [ 0x1.0000000000000000p-00129] [ 0x0.0000000000000000p+00000]
      53                  Add  [ 0x1.0000000000000000p+00000, 0x1.0000000000000000p-00064] [ 0x1.0000000000000000p-00128, 0x0.0000000000000000p+00000] [ 0x1.0000000000000002p+00000,-0x1.fffffffffffffffep-00065] [ 0x1.0000000000000000p-00128] [ 0x0.0000000000000000p+00000]
      54                  Add  [ 0x1.0000000000000000p+00000, 0x1.0000000000000000p-00125] [-0x1.0000000000000000p+00000,-0x0.0000000000000000p+00000] [ 0x1.0000000000000000p-00125, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p-00253] [ 0x0.0000000000000000p+00000]
      55                  Add  [ 0x1.0000000000000000p+00000, 0x1.0000000000000000p-00126] [-0x1.0000000000000000p+00000,-0x0.0000000000000000p+00000] [ 0x1.0000000000000000p-00126, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p-00254] [ 0x0.0000000000000000p+00000]
      56                  Add  [ 0x1.0000000000000000p+00000, 0x1.0000000000000000p-00127] [-0x1.0000000000000000p+00000,-0x0.0000000000000000p+00000] [ 0x1.0000000000000000p-00127, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p-00255] [ 0x0.0000000000000000p+00000]
      57                  Add  [ 0x1.0000000000000000p+00000, 0x1.0000000000000000p-00128] [ 0x1.0000000000000000p-00064, 0x0.0000000000000000p+00000] [ 0x1.0000000000000002p+00000,-0x1.fffffffffffffffep-00065] [ 0x1.0000000000000000p-00128] [ 0x0.0000000000000000p+00000]
      58                  Add  [ 0x1.0000000000000000p+00000, 0x1.0000000000000000p-00128] [-0x1.0000000000000000p+00000,-0x0.0000000000000000p+00000] [ 0x1.0000000000000000p-00128, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p-00256] [ 0x0.0000000000000000p+00000]
      59                  Add  [ 0x1.0000000000000000p+00000, 0x1.0000000000000000p-00128] [-0x1.0000000000000000p+00000,-0x1.0000000000000000p-00127] [-0x1.0000000000000000p-00128,-0x0.0000000000000000p+00000] [ 0x1.0000000000000000p-00256] [ 0x0.0000000000000000p+00000]
      60                  Add  [ 0x1.0000000000000000p+00000,-0x1.0000000000000000p-00065] [-0x1.fffffffffffffffep-00001,-0x1.fffffffffffffffep-00066] [ 0x1.0000000000000000p-00129, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p-00257] [ 0x0.0000000000000000p+00000]
      61                  Add  [ 0x1.0000000000000000p+00000,-0x1.0000000000000000p-00129] [-0x1.0000000000000000p-16445,-0x0.0000000000000000p+00000] [ 0x1.0000000000000000p+00000,-0x1.0000000000000000p-00129] [ 0x1.0000000000000000p-00129] [ 0x1.0000000000000000p-16316]
      62                  Add  [ 0x1.0000000000000000p+00001, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p+00001, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p+00002, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p-00126] [ 0x0.0000000000000000p+00000]
      63                  Add  [ 0x1.0000000000000000p+00001, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p+00129,-0x1.4000000000000000p+00002] [ 0x1.0000000000000000p+00129,-0x1.8000000000000000p+00001] [ 0x1.0000000000000000p+00000] [ 0x0.0000000000000000p+00000]
      64                  Add  [ 0x1.0000000000000000p+00001, 0x0.0000000000000000p+00000] [ 0x1.a000000000000000p+00003, 0x0.0000000000000000p+00000] [ 0x1.e000000000000000p+00003, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p-00125] [ 0x0.0000000000000000p+00000]
      65                  Add  [ 0x1.0000000000000000p+00001, 0x0.0000000000000000p+00000] [ 0x1.fff4000000000000p+00014, 0x0.0000000000000000p+00000] [ 0x1.fffc000000000000p+00014, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p-00114] [ 0x0.0000000000000000p+00000]
      66                  Add  [ 0x1.0000000000000000p+00001, 0x0.0000000000000000p+00000] [-0x1.0000000000000000p+00001, 0x1.0000000000000000p-00128] [ 0x1.0000000000000000p-00128, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p-00256] [ 0x0.0000000000000000p+00000]
      67                  Add  [ 0x1.0000000000000000p+00001, 0x0.0000000000000000p+00000] [-0x1.0000000000000000p+00001,-0x0.0000000000000000p+00000] [ 0x0.0000000000000000p+00000, 0x0.0000000000000000p+00000] [ 0x0.0000000000000000p+00000] [ 0x0.0000000000000000p+00000]
      68                  Add  [ 0x1.0000000000000000p+00001, 0x0.0000000000000000p+00000] [-0x1.0000000000000000p+00001,-0x1.0000000000000000p-00127] [-0x1.0000000000000000p-00127,-0x0.0000000000000000p+00000] [ 0x1.0000000000000000p-00255] [ 0x0.0000000000000000p+00000]
      69                  Add  [ 0x1.0000000000000000p+00001, 0x0.0000000000000000p+00000] [-0x1.0000000000000000p+00002,-0x0.0000000000000000p+00000] [-0x1.0000000000000000p+00001,-0x0.0000000000000000p+00000] [ 0x1.0000000000000000p-00127] [ 0x0.0000000000000000p+00000]
      70                  Add  [ 0x1.0000000000000000p+00001, 0x0.0000000000000000p+00000] [-0x1.4000000000000000p+00002,-0x0.0000000000000000p+00000] [-0x1.8000000000000000p+00001,-0x0.0000000000000000p+00000] [ 0x1.0000000000000000p-00127] [ 0x0.0000000000000000p+00000]
      71                  Add  [ 0x1.0000000000000000p+00001, 0x1.0000000000000000p-00125] [-0x1.0000000000000000p+00001,-0x1.8000000000000000p-00126] [ 0x1.0000000000000000p-00127, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p-00255] [ 0x0.0000000000000000p+00000]
      72                  Add  [ 0x1.0000000000000000p+00001, 0x1.0000000000000000p-00126] [-0x1.0000000000000000p+00000,-0x1.0000000000000000p-00128] [ 0x1.0000000000000000p+00000, 0x1.8000000000000000p-00127] [ 0x1.0000000000000000p-00128] [ 0x0.0000000000000000p+00000]
      73                  Add  [ 0x1.0000000000000000p+00001, 0x1.0000000000000000p-00126] [-0x1.0000000000000000p+00000,-0x1.8000000000000000p-00127] [ 0x1.0000000000000000p+00000, 0x1.0000000000000000p-00128] [ 0x1.0000000000000000p-00128] [ 0x0.0000000000000000p+00000]
      74                  Add  [ 0x1.0000000000000000p+00001, 0x1.0000000000000000p-00127] [-0x1.0000000000000000p+00000,-0x1.0000000000000000p-00128] [ 0x1.0000000000000000p+00000, 0x1.0000000000000000p-00128] [ 0x1.0000000000000000p-00128] [ 0x0.0000000000000000p+00000]
      75                  Add  [ 0x1.0000000000000000p+00001,-0x1.0000000000000000p-00126] [-0x1.0000000000000000p+00001, 0x1.8000000000000000p-00127] [-0x1.0000000000000000p-00128,-0x0.0000000000000000p+00000] [ 0x1.0000000000000000p-00256] [ 0x0.0000000000000000p+00000]
      76                  Add  [ 0x1.0000000000000000p+00001,-0x1.0000000000000000p-00128] [-0x1.0000000000000000p+00001,-0x0.0000000000000000p+00000] [-0x1.0000000000000000p-00128,-0x0.0000000000000000p+00000] [ 0x1.0000000000000000p-00256] [ 0x0.0000000000000000p+00000]
      77                  Add  [ 0x1.0000000000000000p+00002, 0x0.0000000000000000p+00000] [-0x1.0000000000000000p+00001,-0x0.0000000000000000p+00000] [ 0x1.0000000000000000p+00001, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p-00127] [ 0x0.0000000000000000p+00000]
      78                  Add  [ 0x1.0000000000000000p+00002,-0x1.0000000000000000p-00127] [-0x1.0000000000000000p+00002, 0x1.0000000000000000p-00126] [ 0x1.0000000000000000p-00127, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p-00255] [ 0x0.0000000000000000p+00000]
      79                  Add  [ 0x1.0000000000000000p+00002,-0x1.0000000000000000p-00127] [-0x1.0000000000000000p+00002,-0x1.0000000000000000p-00125] [-0x1.4000000000000000p-00125,-0x0.0000000000000000p+00000] [ 0x1.0000000000000000p-00253] [ 0x0.0000000000000000p+00000]
      80                  Add  [ 0x1.0000000000000000p+00002,-0x1.0000000000000000p-00127] [-0x1.0000000000000000p+00002,-0x1.0000000000000000p-00126] [-0x1.8000000000000000p-00126,-0x0.0000000000000000p+00000] [ 0x1.0000000000000000p-00254] [ 0x0.0000000000000000p+00000]
      81                  Add  [ 0x1.0000000000000000p+00004, 0x0.0000000000000000p+00000] [-0x1.1000000000000000p+00004,-0x0.0000000000000000p+00000] [-0x1.0000000000000000p+00000,-0x0.0000000000000000p+00000] [ 0x1.0000000000000000p-00128] [ 0x0.0000000000000000p+00000]
      82                  Add  [ 0x1.0000000000000000p+00129,-0x1.0000000000000000p+00000] [ 0x1.0000000000000000p+00000, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p+00129, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p+00001] [ 0x0.0000000000000000p+00000]
      83                  Add  [ 0x1.0000000000000000p+16380, 0x1.0000000000000000p+16252] [-0x1.0000000000000000p+16380, 0x1.0000000000000000p+16251] [ 0x1.8000000000000000p+16252, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p+16124] [ 0x0.0000000000000000p+00000]
      84                  Add  [ 0x1.0000000000000000p+16382, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p+16382, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p+16383, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p+16255] [ 0x0.0000000000000000p+00000]
      85                  Add  [ 0x1.0000000000000000p+16382, 0x0.0000000000000000p+00000] [-0x1.0000000000000000p+16382, 0x1.0000000000000000p+16253] [ 0x1.0000000000000000p+16253, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p+16125] [ 0x0.0000000000000000p+00000]
      86                  Add  [ 0x1.0000000000000000p+16382, 0x0.0000000000000000p+00000] [-0x1.0000000000000000p+16382,-0x1.0000000000000000p+16254] [-0x1.0000000000000000p+16254,-0x0.0000000000000000p+00000] [ 0x1.0000000000000000p+16126] [ 0x0.0000000000000000p+00000]
      87                  Add  [ 0x1.0000000000000000p+16382, 0x1.0000000000000000p+16254] [-0x1.0000000000000000p+16383,-0x1.0000000000000000p+16255] [-0x1.0000000000000000p+16382,-0x1.0000000000000000p+16254] [ 0x1.0000000000000000p+16254] [ 0x0.0000000000000000p+00000]
      88                  Add  [ 0x1.0000000000000000p+16382, 0x1.0000000000000000p+16255] [-0x1.0000000000000000p+16381,-0x1.8000000000000000p+16254] [ 0x1.0000000000000000p+16381, 0x1.0000000000000000p+16253] [ 0x1.0000000000000000p+16253] [ 0x0.0000000000000000p+00000]
      89                  Add  [ 0x1.0000000000000000p+16382, 0x1.0000000000000000p+16256] [-0x1.0000000000000000p+16382,-0x1.8000000000000000p+16255] [ 0x1.0000000000000000p+16254, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p+16126] [ 0x0.0000000000000000p+00000]
      90                  Add  [ 0x1.0000000000000000p+16382,-0x1.0000000000000000p+16253] [-0x1.0000000000000000p+16382, 0x1.0000000000000000p+16254] [ 0x1.0000000000000000p+16253, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p+16125] [ 0x0.0000000000000000p+00000]
      91                  Add  [ 0x1.0000000000000000p+16382,-0x1.0000000000000000p+16253] [-0x1.0000000000000000p+16382,-0x1.0000000000000000p+16255] [-0x1.4000000000000000p+16255,-0x0.0000000000000000p+00000] [ 0x1.0000000000000000p+16127] [ 0x0.0000000000000000p+00000]
      92                  Add  [ 0x1.0000000000000000p+16383, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p+00000, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p+16383, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p+16255] [-0x1.0000000000000000p-16255]
      93                  Add  [ 0x1.0000000000000000p+16383, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p+16255, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p+16383, 0x1.0000000000000000p+16255] [ 0x1.0000000000000000p+16255] [ 0x0.0000000000000000p+00000]
      94                  Add  [ 0x1.0000000000000000p+16383, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p+16383, 0x0.0000000000000000p+00000] [                         Inf,                         Inf] [ 0x0.0000000000000000p+00000] [ 0x0.0000000000000000p+00000]
      95                  Add  [ 0x1.0000000000000000p+16383, 0x0.0000000000000000p+00000] [-0x1.0000000000000000p+00000,-0x0.0000000000000000p+00000] [ 0x1.0000000000000000p+16383, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p+16255] [ 0x1.0000000000000000p-16255]
      96                  Add  [ 0x1.0000000000000000p+16383, 0x0.0000000000000000p+00000] [-0x1.0000000000000000p+16383,-0x0.0000000000000000p+00000] [ 0x0.0000000000000000p+00000, 0x0.0000000000000000p+00000] [ 0x0.0000000000000000p+00000] [ 0x0.0000000000000000p+00000]
      97                  Add  [ 0x1.0000000000000000p+16383, 0x1.0000000000000000p+16255] [ 0x1.0000000000000000p+16383, 0x0.0000000000000000p+00000] [                         Inf,                         Inf] [ 0x0.0000000000000000p+00000] [ 0x0.0000000000000000p+00000]
      98                  Add  [ 0x1.0000000000000000p+16383, 0x1.0000000000000000p+16255] [-0x1.0000000000000000p+16383,-0x0.0000000000000000p+00000] [ 0x1.0000000000000000p+16255, 0x0.0000000000000000p+00000] [ 0x1.0000000000000000p+16127] [ 0x0.0000000000000000p+00000]
      99                  Add  [ 0x1.0000000000000000p+16383, 0x1.0000000000000000p+16255] [-0x1.0000000000000000p+16383,-0x1.0000000000000000p+16256] [-0x1.0000000000000000p+16255,-0x0.0000000000000000p+00000] [ 0x1.0000000000000000p+16127] [ 0x0.0000000000000000p+00000]
     100                  Add  [ 0x1.0000000000000000p+16383, 0x1.0000000000000000p+16256] [-0x1.0000000000000000p+16382,-0x1.0000000000000000p+16254] [ 0x1.0000000000000000p+16382, 0x1.8000000000000000p+16255] [ 0x1.0000000000000000p+16254] [ 0x0.0000000000000000p+00000]
